age,ageGroup,area,notInEdu,notInEmp,notInTra,neet,notInEduNotEnr,eduBarrier,workBarrier,trainBarrier,weights
28,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,AM,,FH,0.504025
38,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,ABH,0.504025
16,15-24,Rural,TRUE,NA,TRUE,NA,NA,,,I,0.504025
23,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,BDEM,,BGHK,0.504025
36,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,K,0.504025
58,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,FH,0.504025
38,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,FH,0.504025
31,25-64,Rural,TRUE,FALSE,TRUE,FALSE,TRUE,,,H,0.504025
44,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,BFH,0.504025
23,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,M,BCEFHI,G,0.228069
27,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,D,,K,0.228069
28,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,L,ABCDEFGHIJX,BHL,0.228069
26,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,D,,Z,0.228069
42,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,GL,0.228069
32,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,L,0.228069
48,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,HL,0.228069
16,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,B,ABCDEFGHIJ,AB,0.228069
20,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,R,ABCDEFGHIJ,L,0.228069
43,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,L,0.228069
33,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,CEFGHIJ,H,0.228069
36,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEFGHIJ,K,0.228069
25,25-64,Rural,TRUE,NA,TRUE,NA,NA,,BCEFGHI,Z,0.228069
42,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,AB,H,0.228069
23,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,B,EFHI,AH,0.228069
20,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,E,ABCDEFGHIJ,H,0.228069
20,15-24,Rural,TRUE,NA,TRUE,NA,NA,,,L,0.228069
15,15-24,Rural,FALSE,TRUE,TRUE,FALSE,FALSE,,EFGHI,I,0.228069
43,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,E,K,0.612005
28,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,DFQ,ABCEH,CHL,0.612005
42,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,ABEJ,HK,0.612005
15,15-24,Rural,TRUE,TRUE,TRUE,TRUE,NA,,ABCDEFGHI,K,0.612005
29,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,E,BCDEFGHIJ,FGHL,0.612005
20,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,J,,K,0.612005
19,15-24,Rural,TRUE,TRUE,TRUE,TRUE,NA,,,K,0.612005
23,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,E,B,H,0.612005
27,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,D,ABCEFGHIJ,H,0.612005
29,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,EM,CEH,K,0.612005
31,25-64,Rural,TRUE,NA,TRUE,NA,NA,,ABDEFGHIJ,L,0.612005
29,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,DE,ABCEFI,Z,0.612005
42,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,K,0.612005
27,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,A,BCDEFGHIJ,H,0.612005
28,25-64,Rural,TRUE,TRUE,TRUE,TRUE,NA,,BCDEFHIJ,ABH,0.612005
21,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,Q,ABCDEFGHJ,H,0.98066
40,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,L,0.98066
46,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,EI,H,0.98066
31,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,BCDEFGHIJ,A,0.98066
35,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,BEFH,H,0.98066
43,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,ABCDEFGHIJ,K,0.98066
30,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,ABCEGI,H,0.98066
49,25-64,Rural,TRUE,NA,TRUE,NA,NA,,,Z,0.98066
30,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,CH,0.98066
27,25-64,Rural,TRUE,TRUE,TRUE,TRUE,NA,,AB,K,0.98066
15,15-24,Rural,FALSE,NA,TRUE,FALSE,FALSE,,ABCEFGHI,Z,0.98066
32,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,H,0.98066
35,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,L,0.98066
27,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,Q,BCFGHI,H,0.98066
30,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCE,GH,1.476877
28,25-64,Rural,TRUE,NA,TRUE,NA,NA,,,K,1.476877
17,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,FM,ABCEFGHI,C,1.476877
43,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDHIJ,L,1.476877
58,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,H,1.476877
19,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,E,,H,1.476877
27,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,Q,CDEFGHIJ,H,1.476877
19,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,E,ABCDEFGHIJ,G,1.476877
28,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,D,ABCHIJ,H,1.476877
64,25-64,Rural,TRUE,FALSE,TRUE,FALSE,TRUE,,,H,1.476877
17,15-24,Rural,TRUE,TRUE,NA,NA,NA,,ABCEFHIJ,,1.476877
60,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,I,H,1.476877
21,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,E,AE,G,1.476877
21,15-24,Rural,TRUE,NA,TRUE,NA,NA,,AHIJ,H,1.476877
35,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,EF,K,0.876916
32,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,H,0.876916
19,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,AM,ABCDEFGHIJ,G,0.876916
24,15-24,Urban,TRUE,TRUE,TRUE,TRUE,NA,,ABCE,GH,0.876916
30,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,L,0.876916
19,15-24,Urban,TRUE,NA,TRUE,NA,TRUE,B,ABCDEFGHIJ,K,0.876916
36,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,EF,Z,0.876916
24,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,H,E,GH,0.876916
23,15-24,Urban,TRUE,NA,NA,NA,NA,,ACEGHJ,,0.876916
29,25-64,Urban,TRUE,NA,NA,NA,TRUE,AM,BCDEFGHIJ,,0.876916
41,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ABCDEFGHI,L,0.876916
24,15-24,Urban,TRUE,TRUE,NA,NA,TRUE,D,,,0.876916
31,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,L,0.876916
17,15-24,Urban,FALSE,NA,TRUE,FALSE,FALSE,,BCDF,L,0.876916
30,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,H,0.876916
35,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,EFGHI,H,0.876916
52,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,BDFHJ,H,0.169473
33,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,EL,0.169473
40,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ACDEFGHIJ,H,0.169473
50,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,GH,0.169473
56,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,CEGI,HL,0.169473
23,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,J,,K,0.169473
64,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,B,K,0.169473
53,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.169473
26,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,A,ACDEFGHIJ,H,0.169473
44,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.169473
48,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,A,CH,0.169473
45,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,HL,0.169473
36,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,BDFHJ,HL,0.169473
31,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ACD,BG,0.169473
59,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,HL,0.469768
21,15-24,Urban,FALSE,TRUE,NA,FALSE,FALSE,,BFGH,,0.469768
27,25-64,Urban,FALSE,TRUE,TRUE,FALSE,FALSE,,,KL,0.469768
34,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,B,K,0.469768
36,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,B,K,0.469768
25,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,E,,GH,0.469768
34,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,H,0.469768
42,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,BCDEFGHIJ,K,0.469768
40,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,FH,0.469768
18,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,D,,H,0.469768
29,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,DQ,,K,0.469768
15,15-24,Urban,FALSE,TRUE,TRUE,FALSE,FALSE,,E,L,0.469768
37,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,GHL,0.469768
34,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,A,C,0.469768
56,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.469768
37,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,B,L,0.469768
22,15-24,Urban,FALSE,NA,TRUE,FALSE,FALSE,,FG,K,0.469768
27,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,A,,K,0.469768
46,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,FHK,0.490643
26,25-64,Urban,TRUE,FALSE,TRUE,FALSE,TRUE,D,B,K,0.490643
22,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,J,,K,0.490643
51,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,K,0.490643
25,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,K,,L,0.490643
22,15-24,Urban,TRUE,NA,TRUE,NA,TRUE,B,AB,H,0.490643
36,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,AC,K,0.490643
37,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ABC,K,0.490643
22,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,M,F,L,0.490643
63,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.490643
40,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,H,0.490643
41,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,B,0.490643
45,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,FH,0.490643
22,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,Q,C,K,0.490643
19,15-24,Urban,FALSE,NA,TRUE,FALSE,FALSE,,AEFGH,K,0.490643
49,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ABCE,FHKL,0.490643
18,15-24,Urban,FALSE,TRUE,TRUE,FALSE,FALSE,,E,KL,0.490643
17,15-24,Urban,FALSE,TRUE,TRUE,FALSE,FALSE,,ABCF,K,0.490643
38,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,G,0.134836
31,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,FH,0.134836
38,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,B,0.134836
22,15-24,Urban,TRUE,NA,TRUE,NA,TRUE,E,,K,0.134836
28,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,Q,,CK,0.134836
38,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.134836
22,15-24,Urban,TRUE,NA,TRUE,NA,TRUE,E,,K,0.134836
32,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.134836
53,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,BK,0.134836
24,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,PQ,F,K,0.134836
35,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,ABCEFHI,KL,0.134836
24,15-24,Urban,TRUE,FALSE,TRUE,FALSE,TRUE,M,,K,0.134836
23,15-24,Urban,TRUE,NA,TRUE,NA,TRUE,J,,K,0.134836
47,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,BFH,0.134836
58,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,BHKL,0.134836
43,25-64,Urban,TRUE,FALSE,TRUE,FALSE,TRUE,,BC,K,0.134836
51,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,BFH,0.134836
31,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,BH,0.134836
48,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.134836
27,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,E,,J,0.134836
33,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,FH,0.395955
17,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,D,,H,0.395955
25,25-64,Urban,TRUE,FALSE,TRUE,FALSE,TRUE,A,,K,0.395955
16,15-24,Urban,TRUE,TRUE,NA,NA,TRUE,E,ACEF,,0.395955
43,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,K,0.395955
58,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ACE,K,0.395955
37,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,ABE,CHL,0.395955
21,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,D,AB,BFHL,0.395955
23,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,E,,FH,0.395955
30,25-64,Urban,TRUE,FALSE,TRUE,FALSE,TRUE,,A,H,0.395955
15,15-24,Urban,FALSE,TRUE,TRUE,FALSE,FALSE,,E,L,0.395955
18,15-24,Urban,FALSE,TRUE,TRUE,FALSE,FALSE,,CEFGHIJ,K,0.395955
31,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,ACF,H,0.395955
46,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,BC,H,0.395955
26,25-64,Urban,FALSE,NA,TRUE,FALSE,FALSE,,,B,0.395955
39,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.395955
39,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,K,0.395955
34,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,BCDEFGI,BFH,0.395955
61,25-64,Urban,TRUE,FALSE,TRUE,FALSE,TRUE,,,K,0.315877
31,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,KL,0.315877
27,25-64,Urban,TRUE,NA,TRUE,NA,NA,,CDEF,K,0.315877
29,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,M,C,FH,0.315877
53,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ABEFGH,BFH,0.315877
38,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,H,0.315877
33,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ABEF,CL,0.315877
44,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ABCDE,HJKL,0.315877
26,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,Q,AB,FHK,0.315877
35,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,AI,K,0.315877
36,25-64,Urban,TRUE,FALSE,TRUE,FALSE,TRUE,,,K,0.315877
34,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,L,0.315877
37,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.315877
43,25-64,Urban,TRUE,TRUE,TRUE,TRUE,NA,,A,KL,0.315877
15,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,H,ABCDEFGHIJ,K,0.315877
51,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,H,0.315877
56,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,BFHL,0.315877
33,25-64,Urban,TRUE,TRUE,TRUE,TRUE,NA,,,K,0.315877
31,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,AC,H,0.315877
53,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,H,0.356253
38,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,FH,0.356253
29,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,D,,BGH,0.356253
33,25-64,Urban,TRUE,NA,NA,NA,TRUE,,,,0.356253
29,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,A,,K,0.356253
49,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.356253
19,15-24,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,D,,G,0.356253
35,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,BDGJ,K,0.356253
17,15-24,Urban,FALSE,TRUE,TRUE,FALSE,FALSE,,CFG,G,0.356253
43,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,AC,H,0.356253
35,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,,K,0.356253
18,15-24,Urban,FALSE,TRUE,TRUE,FALSE,FALSE,,FG,K,0.356253
29,25-64,Urban,TRUE,NA,TRUE,NA,NA,,E,HL,0.356253
37,25-64,Urban,TRUE,NA,TRUE,NA,NA,,ABE,GL,0.356253
39,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,ABE,K,0.356253
38,25-64,Urban,TRUE,NA,TRUE,NA,TRUE,,ABEF,GHIL,0.356253
43,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,FH,0.356253
37,25-64,Urban,TRUE,TRUE,TRUE,TRUE,TRUE,,,L,0.356253
55,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABC,BH,0.146686
29,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,BD,B,BHK,0.146686
27,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,BDL,,AHI,0.146686
36,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,BH,0.146686
34,25-64,Rural,TRUE,NA,TRUE,NA,NA,,,B,0.146686
63,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ACDEFGHJ,ABGHK,0.146686
50,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ACDEFGHIJ,ABHJ,0.146686
54,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCIJ,HK,0.146686
47,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,FH,0.146686
40,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDFGIJ,ABHK,0.146686
15,15-24,Rural,FALSE,TRUE,TRUE,FALSE,FALSE,,ACEFG,ABI,0.146686
16,15-24,Rural,FALSE,NA,TRUE,FALSE,FALSE,,,G,0.146686
36,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,K,0.146686
32,25-64,Rural,TRUE,NA,TRUE,NA,NA,,,FH,0.146686
26,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,AD,,K,0.146686
27,25-64,Rural,TRUE,FALSE,TRUE,FALSE,TRUE,J,ABCDEFI,K,0.146686
53,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,ABCDEFG,H,0.146686
36,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEFGHIJ,H,0.146686
21,15-24,Rural,TRUE,NA,TRUE,NA,NA,,ABCEFGHI,B,0.146686
28,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,ABDLMQ,ABCDFGHIJ,AGHKL,0.637144
20,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,E,B,CG,0.637144
17,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,AD,CE,B,0.637144
24,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,M,ACDEFGHI,BH,0.637144
50,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,EFGH,BH,0.637144
15,15-24,Rural,TRUE,NA,TRUE,NA,NA,,ABEJ,B,0.637144
19,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,BLM,BC,AI,0.637144
50,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,K,0.637144
28,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,EL,ABCDEFGHIJ,C,0.637144
38,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEFGHIJ,K,0.637144
22,15-24,Rural,TRUE,NA,TRUE,NA,NA,,EFGH,BGH,0.637144
55,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,JK,0.637144
15,15-24,Rural,FALSE,TRUE,TRUE,FALSE,FALSE,,E,AI,0.637144
19,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,EJ,ABDFIJ,ABGHI,0.637144
25,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,B,ABCDEFGHIJ,L,0.637144
19,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,ADELM,ACDFGHIJ,ABGHKL,0.637144
52,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEFGHIJ,H,0.637144
36,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,EFGHI,BH,0.418981
42,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,ABCX,C,0.418981
38,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,B,H,0.418981
23,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,D,,BCK,0.418981
40,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEF,AB,0.418981
28,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,D,ABCDEFGHIJ,D,0.418981
25,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,D,ABCDEFGHIJ,AHKL,0.418981
36,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEFGHIJ,ABGHL,0.418981
34,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,ABGHKL,0.418981
34,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEFGHIJ,H,0.418981
44,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,EFGH,BH,0.418981
25,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,D,EFGH,B,0.418981
28,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,DM,B,BH,0.418981
21,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,DM,,BH,0.418981
23,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,B,ABCDEFGHIJ,K,0.418981
18,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,D,,K,0.418981
54,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,K,0.418981
19,15-24,Rural,TRUE,NA,TRUE,NA,NA,,AEFGHI,B,0.418981
25,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,D,ABCDEG,K,0.417469
40,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEH,K,0.417469
30,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,FH,0.417469
15,15-24,Rural,TRUE,TRUE,TRUE,TRUE,NA,,ABCDEF,K,0.417469
42,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,K,0.417469
45,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,EF,B,0.417469
63,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,,BH,0.417469
49,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEFGH,BH,0.417469
20,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,M,ABCDEFGH,H,0.417469
22,15-24,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,DJ,FH,H,0.417469
28,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,BDEJ,,FGH,0.417469
39,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,B,ABH,0.417469
20,15-24,Rural,FALSE,TRUE,TRUE,FALSE,FALSE,,ABDEFGHJ,K,0.417469
28,25-64,Rural,TRUE,TRUE,TRUE,TRUE,NA,,ACEFGHI,HKL,0.417469
40,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,ABCDEFGHIJ,AGHK,0.417469
38,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,BH,0.417469
58,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,GHK,0.417469
30,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,E,H,0.417469
38,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,AB,H,0.417469
36,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,CDEFGHIJ,ABGH,0.520842
28,25-64,Rural,TRUE,NA,TRUE,NA,NA,,,ABCFGHI,0.520842
38,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,AB,BHK,0.520842
22,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,DEFJQ,ACDEFGHIJ,ABCFGHIL,0.520842
48,25-64,Rural,TRUE,TRUE,TRUE,TRUE,NA,,,H,0.520842
39,25-64,Rural,TRUE,FALSE,TRUE,FALSE,TRUE,,BCDEFGHIJ,KL,0.520842
31,25-64,Rural,TRUE,NA,TRUE,NA,NA,,ABCEFGH,BL,0.520842
29,25-64,Rural,TRUE,NA,TRUE,NA,NA,,AEF,B,0.520842
51,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCEF,BH,0.520842
15,15-24,Rural,TRUE,NA,TRUE,NA,NA,,ACEF,BH,0.520842
32,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,ABCDEFGHIJ,L,0.520842
22,15-24,Rural,TRUE,FALSE,TRUE,FALSE,TRUE,ABDLM,BX,ABH,0.520842
45,25-64,Rural,TRUE,TRUE,TRUE,TRUE,TRUE,,,BFHIK,0.520842
46,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,,X,BCHJKL,0.520842
28,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,ADE,ABFH,ABCFH,0.520842
29,25-64,Rural,TRUE,NA,TRUE,NA,TRUE,ADEFLMQ,ABCDGHI,ABCFGHIL,0.520842
18,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,EM,ABCDEFGHIJ,ABGK,0.520842
24,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,E,,H,0.520842
17,15-24,Rural,TRUE,NA,TRUE,NA,TRUE,E,,H,0.520842
